concurso;strategy;ordering;distribution_id;hits;hit_14;hit_13;hit_12;p13_plus_empirical;p12_plus_empirical;double_games;ticket
952;margin;margin;T1=14|T2=5|T3=0;5;0;0;0;0.00000000;0.01904762;4,6,7,9,14;1|1|2|1X|1|12|12|2|12|2|1|1|2|12
952;ratio;ratio;T1=14|T2=5|T3=0;5;0;0;0;0.00000000;0.01904762;4,6,7,9,14;1|1|2|1X|1|12|12|2|12|2|1|1|2|12
952;hist_top1;hist_top1;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01904762;1,2,6,7,10;1X|1X|2|1|1|12|12|2|1|X2|1|1|2|2
952;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02857143;1,2,7,10,12;1X|1X|2|1|1|1|12|2|1|X2|1|1X|2|2
952;exact;exact;T1=14|T2=5|T3=0;5;0;0;0;0.00000000;0.01904762;4,6,7,9,14;1|1|2|1X|1|12|12|2|12|2|1|1|2|12
953;gain;gain;T1=14|T2=5|T3=0;6;0;0;0;0.00943396;0.01886792;1,2,3,6,13;1X|12|12|2|2|12|1|2|1|1|1|2|1X|1
953;top2_probability;top2_probability;T1=14|T2=5|T3=0;6;0;0;0;0.00943396;0.01886792;1,2,3,6,13;1X|12|12|2|2|12|1|2|1|1|1|2|1X|1
953;uncertainty;uncertainty;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.02830189;1,2,3,5,6;1X|12|12|2|12|12|1|2|1|1|1|2|1|1
953;margin;margin;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01886792;1,2,3,5,6;1X|12|12|2|12|12|1|2|1|1|1|2|1|1
953;ratio;ratio;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01886792;1,2,3,6,13;1X|12|12|2|2|12|1|2|1|1|1|2|1X|1
953;hist_top1;hist_top1;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01886792;1,2,6,7,10;1X|12|1|2|2|12|1X|2|1|1X|1|2|1|1
953;hist_top2;hist_top2;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.02830189;1,2,7,10,12;1X|12|1|2|2|1|1X|2|1|1X|1|12|1|1
953;exact;exact;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01886792;1,2,3,6,13;1X|12|12|2|2|12|1|2|1|1|1|2|1X|1
954;gain;gain;T1=14|T2=5|T3=0;8;0;0;0;0.00934579;0.01869159;1,6,8,13,14;12|1|1|1|1|12|1|12|1|1|1|2|X2|12
954;top2_probability;top2_probability;T1=14|T2=5|T3=0;8;0;0;0;0.00934579;0.01869159;1,6,8,13,14;12|1|1|1|1|12|1|12|1|1|1|2|X2|12
954;uncertainty;uncertainty;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02803738;1,6,8,13,14;12|1|1|1|1|12|1|12|1|1|1|2|X2|12
954;margin;margin;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01869159;1,6,8,13,14;12|1|1|1|1|12|1|12|1|1|1|2|X2|12
954;ratio;ratio;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01869159;1,6,8,13,14;12|1|1|1|1|12|1|12|1|1|1|2|X2|12
954;hist_top1;hist_top1;T1=14|T2=5|T3=0;5;0;0;0;0.00000000;0.01869159;1,2,6,7,10;12|1X|1|1|1|12|1X|1|1|1X|1|2|2|2
954;hist_top2;hist_top2;T1=14|T2=5|T3=0;5;0;0;0;0.00000000;0.02803738;1,2,7,10,12;12|1X|1|1|1|2|1X|1|1|1X|1|12|2|2
954;exact;exact;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01869159;1,6,8,13,14;12|1|1|1|1|12|1|12|1|1|1|2|X2|12
955;gain;gain;T1=14|T2=5|T3=0;10;0;0;0;0.00925926;0.01851852;4,6,7,13,14;1|1|2|1X|1|12|1X|1|2|1|1|2|12|1X
955;top2_probability;top2_probability;T1=14|T2=5|T3=0;10;0;0;0;0.00925926;0.01851852;4,6,7,13,14;1|1|2|1X|1|12|1X|1|2|1|1|2|12|1X
955;uncertainty;uncertainty;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02777778;6,7,8,10,13;1|1|2|1|1|12|1X|12|2|12|1|2|12|1
955;margin;margin;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01851852;6,7,8,13,14;1|1|2|1|1|12|1X|12|2|1|1|2|12|1X
955;ratio;ratio;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01851852;4,6,7,13,14;1|1|2|1X|1|12|1X|1|2|1|1|2|12|1X
955;hist_top1;hist_top1;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01851852;1,2,6,7,10;1X|1X|2|1|1|12|1X|1|2|12|1|2|1|1
955;hist_top2;hist_top2;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02777778;1,2,7,10,12;1X|1X|2|1|1|1|1X|1|2|12|1|12|1|1
955;exact;exact;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01851852;4,6,7,13,14;1|1|2|1X|1|12|1X|1|2|1|1|2|12|1X
956;gain;gain;T1=14|T2=5|T3=0;8;0;0;0;0.00917431;0.01834862;1,3,4,5,10;12|1|1X|1X|12|2|1|1|1|12|2|1|2|1
956;top2_probability;top2_probability;T1=14|T2=5|T3=0;8;0;0;0;0.00917431;0.01834862;1,3,4,5,10;12|1|1X|1X|12|2|1|1|1|12|2|1|2|1
956;uncertainty;uncertainty;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02752294;1,4,5,10,11;12|1|1|1X|12|2|1|1|1|12|12|1|2|1
956;margin;margin;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01834862;1,4,5,10,11;12|1|1|1X|12|2|1|1|1|12|12|1|2|1
956;ratio;ratio;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01834862;1,4,5,10,11;12|1|1|1X|12|2|1|1|1|12|12|1|2|1
956;hist_top1;hist_top1;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01834862;1,2,6,7,10;12|1X|1|1|2|X2|1X|1|1|12|2|1|2|1
956;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02752294;2,7,10,12,14;2|1X|1|1|2|2|1X|1|1|12|2|1X|2|1X
956;exact;exact;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01834862;1,4,5,10,11;12|1|1|1X|12|2|1|1|1|12|12|1|2|1
957;gain;gain;T1=14|T2=5|T3=0;6;0;0;0;0.00909091;0.01818182;3,5,7,8,10;1|1|12|1|1X|2|1X|12|1|12|2|1|1|1
957;top2_probability;top2_probability;T1=14|T2=5|T3=0;6;0;0;0;0.00909091;0.01818182;3,5,7,8,10;1|1|12|1|1X|2|1X|12|1|12|2|1|1|1
957;uncertainty;uncertainty;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.02727273;3,5,7,8,10;1|1|12|1|1X|2|1X|12|1|12|2|1|1|1
957;margin;margin;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01818182;3,5,7,8,10;1|1|12|1|1X|2|1X|12|1|12|2|1|1|1
957;ratio;ratio;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01818182;3,5,7,8,10;1|1|12|1|1X|2|1X|12|1|12|2|1|1|1
957;hist_top1;hist_top1;T1=14|T2=5|T3=0;5;0;0;0;0.00000000;0.01818182;1,2,6,7,10;1X|1X|2|1|1|X2|1X|2|1|12|2|1|1|1
957;hist_top2;hist_top2;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.02727273;1,2,10,12,14;1X|1X|2|1|1|2|1|2|1|12|2|1X|1|1X
957;exact;exact;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01818182;3,5,7,8,10;1|1|12|1|1X|2|1X|12|1|12|2|1|1|1
958;gain;gain;T1=14|T2=5|T3=0;7;0;0;0;0.00900901;0.01801802;4,6,9,12,14;2|1|1|X2|1|12|1|2|12|1|1|12|1|1X
958;top2_probability;top2_probability;T1=14|T2=5|T3=0;7;0;0;0;0.00900901;0.01801802;4,6,9,12,14;2|1|1|X2|1|12|1|2|12|1|1|12|1|1X
958;uncertainty;uncertainty;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02702703;1,4,6,9,12;X2|1|1|X2|1|12|1|2|12|1|1|12|1|1
958;margin;margin;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01801802;1,4,6,9,12;X2|1|1|X2|1|12|1|2|12|1|1|12|1|1
958;ratio;ratio;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01801802;1,4,6,9,12;X2|1|1|X2|1|12|1|2|12|1|1|12|1|1
958;hist_top1;hist_top1;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01801802;1,2,6,7,10;X2|1X|1|2|1|12|1X|2|2|1X|1|1|1|1
958;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02702703;1,2,10,12,14;X2|1X|1|2|1|2|1|2|2|1X|1|12|1|1X
958;exact;exact;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01801802;1,4,6,9,12;X2|1|1|X2|1|12|1|2|12|1|1|12|1|1
959;gain;gain;T1=14|T2=5|T3=0;9;0;0;0;0.00892857;0.01785714;2,3,8,11,14;1|12|1X|2|1|2|1|12|1|2|12|1|1|12
959;top2_probability;top2_probability;T1=14|T2=5|T3=0;9;0;0;0;0.00892857;0.01785714;2,3,8,11,14;1|12|1X|2|1|2|1|12|1|2|12|1|1|12
959;uncertainty;uncertainty;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02678571;2,3,8,11,14;1|12|1X|2|1|2|1|12|1|2|12|1|1|12
959;margin;margin;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01785714;2,3,8,11,14;1|12|1X|2|1|2|1|12|1|2|12|1|1|12
959;ratio;ratio;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01785714;2,3,8,11,14;1|12|1X|2|1|2|1|12|1|2|12|1|1|12
959;hist_top1;hist_top1;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01785714;1,2,6,7,10;1X|12|1|2|1|X2|1X|1|1|X2|1|1|1|1
959;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02678571;1,2,10,12,14;1X|12|1|2|1|2|1|1|1|X2|1|1X|1|12
959;exact;exact;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01785714;2,3,8,11,14;1|12|1X|2|1|2|1|12|1|2|12|1|1|12
960;gain;gain;T1=14|T2=5|T3=0;7;0;0;0;0.00884956;0.01769912;3,5,7,11,13;2|1|1X|1|12|2|12|1|1|1|12|1|12|1
960;top2_probability;top2_probability;T1=14|T2=5|T3=0;7;0;0;0;0.00884956;0.01769912;3,5,7,11,13;2|1|1X|1|12|2|12|1|1|1|12|1|12|1
960;uncertainty;uncertainty;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02654867;2,3,5,11,13;2|1X|1X|1|12|2|2|1|1|1|12|1|12|1
960;margin;margin;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01769912;2,3,5,11,13;2|1X|1X|1|12|2|2|1|1|1|12|1|12|1
960;ratio;ratio;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01769912;2,3,5,11,13;2|1X|1X|1|12|2|2|1|1|1|12|1|12|1
960;hist_top1;hist_top1;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01769912;1,2,6,7,10;X2|1X|1|1|2|12|12|1|1|1X|2|1|1|1
960;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02654867;1,2,10,12,14;X2|1X|1|1|2|2|2|1|1|1X|2|1X|1|1X
960;exact;exact;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01769912;2,3,5,11,13;2|1X|1X|1|12|2|2|1|1|1|12|1|12|1
961;gain;gain;T1=14|T2=5|T3=0;9;0;0;0;0.00877193;0.01754386;2,6,9,10,14;1|1X|1|1|1|1X|1|1|1X|12|1|1|1|1X
961;top2_probability;top2_probability;T1=14|T2=5|T3=0;9;0;0;0;0.00877193;0.01754386;2,6,9,10,14;1|1X|1|1|1|1X|1|1|1X|12|1|1|1|1X
961;uncertainty;uncertainty;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02631579;6,7,10,11,14;1|1|1|1|1|1X|12|1|1|12|1X|1|1|1X
961;margin;margin;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01754386;1,6,9,10,14;12|1|1|1|1|1X|1|1|1X|12|1|1|1|1X
961;ratio;ratio;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01754386;1,6,9,10,14;12|1|1|1|1|1X|1|1|1X|12|1|1|1|1X
961;hist_top1;hist_top1;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01754386;1,2,6,7,10;12|1X|1|1|1|1X|12|1|1|12|1|1|1|1
961;hist_top2;hist_top2;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02631579;1,2,10,12,14;12|1X|1|1|1|1|1|1|1|12|1|12|1|1X
961;exact;exact;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01754386;6,9,10,12,14;1|1|1|1|1|1X|1|1|1X|12|1|12|1|1X
962;gain;gain;T1=14|T2=5|T3=0;9;0;0;0;0.00869565;0.01739130;3,10,11,13,14;1|1|1X|1|2|2|1|1|1|X2|1X|2|12|1X
962;top2_probability;top2_probability;T1=14|T2=5|T3=0;9;0;0;0;0.00869565;0.01739130;3,10,11,13,14;1|1|1X|1|2|2|1|1|1|X2|1X|2|12|1X
962;uncertainty;uncertainty;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02608696;3,5,10,11,13;1|1|1X|1|12|2|1|1|1|X2|1X|2|12|1
962;margin;margin;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01739130;3,5,10,11,13;1|1|1X|1|12|2|1|1|1|X2|1X|2|12|1
962;ratio;ratio;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01739130;3,5,10,11,13;1|1|1X|1|12|2|1|1|1|X2|1X|2|12|1
962;hist_top1;hist_top1;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01739130;1,2,6,7,10;1X|1X|1|1|2|X2|1X|1|1|X2|1|2|2|1
962;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02608696;1,2,10,12,14;1X|1X|1|1|2|2|1|1|1|X2|1|12|2|1X
962;exact;exact;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01739130;3,5,10,11,13;1|1|1X|1|12|2|1|1|1|X2|1X|2|12|1
963;gain;gain;T1=14|T2=5|T3=0;10;0;0;0;0.00862069;0.01724138;1,8,11,12,14;12|1|1|1|1|1|1|12|2|1|12|12|1|12
963;top2_probability;top2_probability;T1=14|T2=5|T3=0;10;0;0;0;0.00862069;0.01724138;1,8,11,12,14;12|1|1|1|1|1|1|12|2|1|12|12|1|12
963;uncertainty;uncertainty;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.02586207;1,8,11,12,14;12|1|1|1|1|1|1|12|2|1|12|12|1|12
963;margin;margin;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01724138;1,8,11,12,14;12|1|1|1|1|1|1|12|2|1|12|12|1|12
963;ratio;ratio;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01724138;1,8,11,12,14;12|1|1|1|1|1|1|12|2|1|12|12|1|12
963;hist_top1;hist_top1;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01724138;1,2,6,7,10;12|12|1|1|1|1X|1X|2|2|1X|2|1|1|1
963;hist_top2;hist_top2;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.02586207;1,2,10,12,14;12|12|1|1|1|1|1|2|2|1X|2|12|1|12
963;exact;exact;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01724138;1,8,11,12,14;12|1|1|1|1|1|1|12|2|1|12|12|1|12
964;gain;gain;T1=14|T2=5|T3=0;11;0;0;0;0.00854701;0.01709402;1,2,5,6,7;12|1X|1|2|12|1X|12|1|1|1|1|2|1|1
964;top2_probability;top2_probability;T1=14|T2=5|T3=0;11;0;0;0;0.00854701;0.01709402;1,2,5,6,7;12|1X|1|2|12|1X|12|1|1|1|1|2|1|1
964;uncertainty;uncertainty;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.02564103;1,5,6,10,12;12|1|1|2|12|1X|2|1|1|1X|1|12|1|1
964;margin;margin;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.01709402;1,5,6,10,12;12|1|1|2|12|1X|2|1|1|1X|1|12|1|1
964;ratio;ratio;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.01709402;1,5,6,10,12;12|1|1|2|12|1X|2|1|1|1X|1|12|1|1
964;hist_top1;hist_top1;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01709402;1,2,6,7,10;12|1X|1|2|2|1X|12|1|1|1X|1|2|1|1
964;hist_top2;hist_top2;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.02564103;1,2,10,12,14;12|1X|1|2|2|1|2|1|1|1X|1|12|1|1X
964;exact;exact;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.01709402;1,5,6,10,12;12|1|1|2|12|1X|2|1|1|1X|1|12|1|1
965;gain;gain;T1=14|T2=5|T3=0;9;0;0;0;0.00847458;0.01694915;2,3,10,12,14;2|12|1X|1|1|1|1|1|1|1X|1|X2|1|1X
965;top2_probability;top2_probability;T1=14|T2=5|T3=0;9;0;0;0;0.00847458;0.01694915;2,3,10,12,14;2|12|1X|1|1|1|1|1|1|1X|1|X2|1|1X
965;uncertainty;uncertainty;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.02542373;1,2,3,11,12;X2|12|1X|1|1|1|1|1|1|1|1X|X2|1|1
965;margin;margin;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01694915;1,2,3,11,12;X2|12|1X|1|1|1|1|1|1|1|1X|X2|1|1
965;ratio;ratio;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01694915;2,3,10,11,12;2|12|1X|1|1|1|1|1|1|1X|1X|X2|1|1
965;hist_top1;hist_top1;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01694915;1,2,6,7,10;X2|12|1|1|1|1X|12|1|1|1X|1|2|1|1
965;hist_top2;hist_top2;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02542373;1,2,10,12,13;X2|12|1|1|1|1|1|1|1|1X|1|X2|1X|1
965;exact;exact;T1=14|T2=5|T3=0;9;0;0;0;0.00000000;0.01694915;2,3,10,11,12;2|12|1X|1|1|1|1|1|1|1X|1X|X2|1|1
966;gain;gain;T1=14|T2=5|T3=0;11;0;0;0;0.00840336;0.01680672;2,5,6,9,11;1|12|1|2|12|1X|2|1|12|2|12|1|1|1
966;top2_probability;top2_probability;T1=14|T2=5|T3=0;11;0;0;0;0.00840336;0.01680672;2,5,6,9,11;1|12|1|2|12|1X|2|1|12|2|12|1|1|1
966;uncertainty;uncertainty;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.02521008;2,4,5,9,11;1|12|1|12|12|1|2|1|12|2|12|1|1|1
966;margin;margin;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.01680672;2,4,5,9,11;1|12|1|12|12|1|2|1|12|2|12|1|1|1
966;ratio;ratio;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.01680672;2,4,5,9,11;1|12|1|12|12|1|2|1|12|2|12|1|1|1
966;hist_top1;hist_top1;T1=14|T2=5|T3=0;11;0;0;0;0.00000000;0.01680672;1,6,7,10,12;1X|1|1|2|2|1X|12|1|1|12|1|1X|1|1
966;hist_top2;hist_top2;T1=14|T2=5|T3=0;13;0;1;0;0.00840336;0.03361345;1,2,10,12,14;1X|12|1|2|2|1|2|1|1|12|1|1X|1|1X
966;exact;exact;T1=14|T2=5|T3=0;12;0;0;1;0.00000000;0.02521008;2,5,9,11,12;1|12|1|2|12|1|2|1|12|2|12|1X|1|1
967;gain;gain;T1=14|T2=5|T3=0;10;0;0;0;0.00833333;0.01666667;2,6,8,9,10;1|12|2|1|2|12|2|12|1X|12|1|1|1|1
967;top2_probability;top2_probability;T1=14|T2=5|T3=0;10;0;0;0;0.00833333;0.01666667;2,6,8,9,10;1|12|2|1|2|12|2|12|1X|12|1|1|1|1
967;uncertainty;uncertainty;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.02500000;2,6,8,9,10;1|12|2|1|2|12|2|12|1X|12|1|1|1|1
967;margin;margin;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01666667;2,6,8,9,10;1|12|2|1|2|12|2|12|1X|12|1|1|1|1
967;ratio;ratio;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01666667;2,6,8,9,10;1|12|2|1|2|12|2|12|1X|12|1|1|1|1
967;hist_top1;hist_top1;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01666667;1,6,7,10,12;1X|2|2|1|2|12|X2|1|1|12|1|1X|1|1
967;hist_top2;hist_top2;T1=14|T2=5|T3=0;9;0;0;0;0.00833333;0.03333333;1,2,10,12,14;1X|12|2|1|2|1|2|1|1|12|1|1X|1|1X
967;exact;exact;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.02500000;2,6,8,9,10;1|12|2|1|2|12|2|12|1X|12|1|1|1|1
968;gain;gain;T1=14|T2=5|T3=0;7;0;0;0;0.00826446;0.01652893;2,3,5,7,10;1|12|12|1|12|1|12|2|2|12|1|1|1|1
968;top2_probability;top2_probability;T1=14|T2=5|T3=0;7;0;0;0;0.00826446;0.01652893;2,3,5,7,10;1|12|12|1|12|1|12|2|2|12|1|1|1|1
968;uncertainty;uncertainty;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02479339;3,5,6,7,10;1|2|12|1|12|1X|12|2|2|12|1|1|1|1
968;margin;margin;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01652893;2,3,5,7,10;1|12|12|1|12|1|12|2|2|12|1|1|1|1
968;ratio;ratio;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01652893;2,3,5,7,10;1|12|12|1|12|1|12|2|2|12|1|1|1|1
968;hist_top1;hist_top1;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01652893;1,2,6,7,10;12|12|2|1|1|1X|12|2|2|12|1|1|1|1
968;hist_top2;hist_top2;T1=14|T2=5|T3=0;9;0;0;0;0.00826446;0.03305785;1,2,10,12,14;12|12|2|1|1|1|2|2|2|12|1|1X|1|1X
968;exact;exact;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02479339;2,3,5,7,10;1|12|12|1|12|1|12|2|2|12|1|1|1|1
969;gain;gain;T1=14|T2=5|T3=0;7;0;0;0;0.00819672;0.01639344;5,6,7,9,14;1|2|2|1|12|12|12|2|X2|2|2|2|1|12
969;top2_probability;top2_probability;T1=14|T2=5|T3=0;7;0;0;0;0.00819672;0.01639344;5,6,7,9,14;1|2|2|1|12|12|12|2|X2|2|2|2|1|12
969;uncertainty;uncertainty;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02459016;5,6,7,9,14;1|2|2|1|12|12|12|2|X2|2|2|2|1|12
969;margin;margin;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01639344;5,6,7,9,14;1|2|2|1|12|12|12|2|X2|2|2|2|1|12
969;ratio;ratio;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01639344;5,6,7,9,14;1|2|2|1|12|12|12|2|X2|2|2|2|1|12
969;hist_top1;hist_top1;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01639344;1,6,7,10,12;12|2|2|1|1|12|12|2|2|X2|2|12|1|2
969;hist_top2;hist_top2;T1=14|T2=5|T3=0;7;0;0;0;0.00819672;0.03278689;1,2,10,12,14;12|X2|2|1|1|1|2|2|2|X2|2|12|1|12
969;exact;exact;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02459016;5,6,7,9,14;1|2|2|1|12|12|12|2|X2|2|2|2|1|12
970;gain;gain;T1=14|T2=5|T3=0;8;0;0;0;0.00813008;0.01626016;3,4,8,13,14;2|1|12|12|1|1|1|12|1|2|1|1|12|12
970;top2_probability;top2_probability;T1=14|T2=5|T3=0;8;0;0;0;0.00813008;0.01626016;3,4,8,13,14;2|1|12|12|1|1|1|12|1|2|1|1|12|12
970;uncertainty;uncertainty;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02439024;3,4,8,13,14;2|1|12|12|1|1|1|12|1|2|1|1|12|12
970;margin;margin;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01626016;3,4,8,13,14;2|1|12|12|1|1|1|12|1|2|1|1|12|12
970;ratio;ratio;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.01626016;3,4,8,13,14;2|1|12|12|1|1|1|12|1|2|1|1|12|12
970;hist_top1;hist_top1;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01626016;1,6,7,10,12;X2|1|1|1|1|1X|1X|2|1|12|1|1X|2|1
970;hist_top2;hist_top2;T1=14|T2=5|T3=0;7;0;0;0;0.00813008;0.03252033;1,2,10,12,14;X2|1X|1|1|1|1|1|2|1|12|1|1X|2|12
970;exact;exact;T1=14|T2=5|T3=0;8;0;0;0;0.00000000;0.02439024;3,4,8,13,14;2|1|12|12|1|1|1|12|1|2|1|1|12|12
971;gain;gain;T1=14|T2=5|T3=0;7;0;0;0;0.00806452;0.01612903;1,2,3,5,8;12|12|12|1|12|1|1|12|1|2|1|2|1|2
971;top2_probability;top2_probability;T1=14|T2=5|T3=0;7;0;0;0;0.00806452;0.01612903;1,2,3,5,8;12|12|12|1|12|1|1|12|1|2|1|2|1|2
971;uncertainty;uncertainty;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02419355;1,2,3,5,8;12|12|12|1|12|1|1|12|1|2|1|2|1|2
971;margin;margin;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01612903;1,2,3,5,8;12|12|12|1|12|1|1|12|1|2|1|2|1|2
971;ratio;ratio;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.01612903;1,2,3,5,8;12|12|12|1|12|1|1|12|1|2|1|2|1|2
971;hist_top1;hist_top1;T1=14|T2=5|T3=0;6;0;0;0;0.00000000;0.01612903;1,6,7,10,12;12|1|1|1|1|12|12|1|1|X2|1|12|1|2
971;hist_top2;hist_top2;T1=14|T2=5|T3=0;5;0;0;0;0.00806452;0.03225806;1,2,10,12,14;12|12|1|1|1|1|1|1|1|X2|1|12|1|X2
971;exact;exact;T1=14|T2=5|T3=0;7;0;0;0;0.00000000;0.02419355;1,2,3,5,8;12|12|12|1|12|1|1|12|1|2|1|2|1|2
972;gain;gain;T1=14|T2=5|T3=0;9;0;0;0;0.00800000;0.01600000;1,2,4,10,14;1X|X2|1|1X|2|1|1|2|2|1X|1|1|2|12
972;top2_probability;top2_probability;T1=14|T2=5|T3=0;9;0;0;0;0.00800000;0.01600000;1,2,4,10,14;1X|X2|1|1X|2|1|1|2|2|1X|1|1|2|12
972;uncertainty;uncertainty;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.02400000;2,4,6,10,14;1|X2|1|1X|2|1X|1|2|2|1X|1|1|2|12
972;margin;margin;T1=14|T2=5|T3=0;10;0;0;0;0.00000000;0.01600000;2,4,6,10,14;1|X2|1|1X|2|1X|1|2|2|1X|1|1|2|12
